Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?
2019,100.3,Tony Bradley,UTA,3,32,43,22,4.4,4.1,0.3,0.3,0.5,0.6,64.4,0.0,0.001,15.9,11.6,0,0
2019,100.3,Isaac Bonga,WAS,11,37,42,12,4.4,3.3,1.1,0.7,0.3,0.6,61.5,0.2,0.001,9.9,6.5,0,0
2019,100.3,Jacob Evans,MIN,13,21,43,5,4.4,1.6,1.0,0.3,0.3,1.1,40.7,0.5,0.001,17.6,2.1,0,0
2019,100.3,Jaylen Nowell,MIN,13,7,43,1,4.4,0.7,0.9,0.0,0.1,0.4,44.9,0.3,0.001,18.7,5.6,0,0
2019,100.3,Al-Farouq Aminu,ORL,7,18,44,7,4.3,4.8,1.2,1.0,0.4,0.9,39.5,0.5,0.003,12.7,6.3,0,0
2019,100.3,Dragan Bender,GSW,15,6,45,6,4.3,3.0,1.3,0.0,0.7,0.8,61.0,0.7,0.002,12.8,6.4,0,0
2019,100.3,Tremont Waters,BOS,4,6,42,4,4.3,1.0,1.3,0.7,0.3,0.8,47.0,0.3,0.001,22.6,7.5,0,0
2019,100.3,Ante Zizic,CLE,13,16,44,2,4.3,3.4,0.2,0.4,0.3,0.3,62.1,0.0,0.0,15.4,12.0,0,0
2019,100.3,Rodions Kurucs,BKN,8,27,42,7,4.3,2.5,0.9,0.4,0.1,1.0,57.5,0.7,0.002,14.4,6.1,0,0
2019,100.3,Darius Bazley,OKC,7,44,44,25,4.3,3.8,0.5,0.4,0.7,0.8,45.6,0.6,0.002,13.7,7.1,0,0
2019,100.3,Noah Vonleh,DEN,3,28,43,10,4.3,4.1,0.9,0.4,0.2,0.7,60.5,0.1,0.002,13.6,12.7,0,0
2019,100.3,Tacko Fall,BOS,4,4,42,3,4.3,2.5,0.0,0.0,0.5,0.8,69.0,0.0,0.001,30.6,19.0,0,0
2019,100.3,Luguentz Dort,OKC,7,9,44,7,4.2,1.3,0.8,0.4,0.0,0.7,42.1,0.3,0.003,13.4,-0.9,0,0
2019,100.3,Luke Kornet,CHI,10,25,45,8,4.2,1.8,0.8,0.2,0.8,0.3,49.4,0.8,0.001,15.4,6.3,0,0
2019,100.3,Iman Shumpert,BKN,8,13,42,9,4.2,2.6,0.9,0.9,0.2,0.8,40.3,0.6,0.001,13.4,3.9,0,0
2019,100.3,Gary Clark,ORL,7,22,44,14,4.1,2.6,0.5,0.1,0.4,0.2,57.6,1.0,0.001,11.9,7.8,0,0
2019,100.3,Wayne Ellington,NYK,13,23,44,3,4.0,1.7,1.0,0.3,0.1,0.6,45.7,1.1,0.001,14.4,5.1,0,0
2019,100.3,Mike Muscala,OKC,7,30,44,16,4.0,2.4,0.9,0.2,0.3,0.4,47.3,0.8,0.002,15.6,6.6,0,0
2019,100.3,Michael Kidd-Gilchrist,DAL,5,12,43,4,4.0,2.9,0.8,0.0,0.3,0.6,42.1,0.4,0.002,17.1,5.4,0,0
2019,100.3,Bruno Fernando,ATL,15,39,44,9,3.9,3.1,0.9,0.3,0.3,0.8,53.4,0.1,0.001,15.0,7.5,0,0
2019,100.3,Shake Milton,PHI,5,12,45,9,3.9,1.3,0.8,0.1,0.1,1.1,49.2,0.4,0.001,24.4,3.9,0,0
2019,100.3,Anthony Tolliver,SAC,13,33,43,14,3.9,3.3,0.9,0.2,0.3,0.6,51.5,0.9,0.0,10.9,5.0,0,0
2019,100.3,Khem Birch,ORL,7,30,44,14,3.9,4.8,1.0,0.5,0.6,0.7,52.8,0.0,0.001,8.9,5.9,0,0
2019,100.3,Robert Williams III,BOS,4,19,42,14,3.9,4.6,1.1,0.9,1.1,0.8,67.1,0.0,0.001,11.2,12.0,0,0
2019,100.3,Raul Neto,PHI,5,36,45,22,3.9,0.9,1.5,0.5,0.1,0.8,55.4,0.5,0.001,16.9,9.3,0,0
2019,100.3,Ryan Arcidiacono,CHI,10,41,45,16,3.9,1.7,1.5,0.4,0.0,0.6,52.1,0.8,0.002,11.8,5.4,0,0
2019,100.3,Cody Martin,CHA,11,32,45,10,3.8,2.4,1.2,0.7,0.2,0.6,48.2,0.3,0.001,13.0,6.8,0,0
2019,100.3,Kenrich Williams,NOP,12,35,44,12,3.8,5.1,1.5,0.7,0.6,0.6,43.0,0.7,0.001,9.0,5.4,0,0
2019,100.3,Tim Frazier,DET,9,26,44,9,3.7,1.3,3.6,0.5,0.2,1.3,46.8,0.4,0.001,17.1,7.0,0,0
2019,100.3,Thon Maker,DET,9,41,44,16,3.7,2.0,0.4,0.3,0.5,0.6,60.6,0.3,0.0,14.6,5.9,0,0
2019,100.3,Ryan Broekhoff,DAL,5,10,43,7,3.7,1.4,0.4,0.2,0.1,0.2,66.9,1.0,0.001,14.9,9.7,0,0
2019,100.3,Alfonzo McKinnie,CLE,13,29,44,7,3.7,2.7,0.3,0.5,0.2,0.6,48.0,0.3,0.0,13.9,4.5,0,0
2019,100.3,Rodney McGruder,LAC,2,32,44,22,3.6,2.9,0.7,0.5,0.2,0.4,47.9,0.6,0.001,9.7,4.3,0,0
2019,100.3,Nicolas Batum,CHA,11,21,45,6,3.5,4.5,2.9,0.8,0.4,1.0,48.9,0.7,0.001,9.1,7.1,0,0
2019,100.3,Jevon Carter,PHX,11,28,43,13,3.5,1.8,1.4,0.8,0.3,0.8,49.2,0.7,0.001,13.7,6.1,0,0
2019,100.3,Chris Silva,MIA,2,30,43,21,3.5,3.1,0.5,0.2,0.5,1.0,71.2,0.0,0.001,16.3,8.5,0,0
2019,100.3,Admiral Schofield,WAS,11,24,42,7,3.5,1.4,0.6,0.3,0.1,0.3,52.3,0.6,0.001,12.4,3.7,0,0
2019,100.3,Evan Turner,MIN,13,18,43,3,3.3,2.0,2.0,0.4,0.4,1.4,43.4,0.0,0.001,16.1,6.8,0,0
2019,100.3,Kyle O'Quinn,PHI,5,21,45,15,3.3,3.7,1.5,0.2,0.8,0.9,54.2,0.3,0.0,15.4,10.7,0,0
2019,100.3,Nassir Little,POR,10,34,45,14,3.3,2.6,0.5,0.3,0.4,0.4,46.1,0.2,0.001,13.0,4.8,0,0
2019,100.3,Courtney Lee,DAL,5,10,43,8,3.3,0.5,0.3,0.0,0.2,0.2,71.7,0.7,0.0,13.7,5.9,0,0
2019,100.3,Torrey Craig,DEN,3,30,43,23,3.2,2.3,0.6,0.3,0.6,0.4,47.6,0.4,0.001,11.5,3.7,0,0
2019,100.3,Ty Jerome,PHX,11,13,43,5,3.2,1.4,1.8,0.8,0.1,0.7,41.0,0.5,0.0,16.3,6.5,0,0
2019,100.3,Grant Williams,BOS,4,40,42,28,3.2,2.4,1.0,0.4,0.4,0.8,47.2,0.3,0.002,11.7,3.0,0,0
2019,100.3,Carsen Edwards,BOS,4,27,42,19,3.2,1.4,0.7,0.3,0.1,0.5,43.2,0.7,0.001,17.0,5.5,0,0
2019,100.3,Goga Bitadze,IND,6,35,44,22,3.2,2.3,0.5,0.1,0.7,0.5,53.0,0.1,0.001,15.8,7.1,0,0
2019,100.3,Jerome Robinson,WAS,11,36,42,25,3.2,1.5,1.1,0.3,0.2,0.6,43.4,0.5,0.002,14.1,3.6,0,0
2019,100.3,Jordan Bell,MEM,8,25,43,8,3.2,3.0,0.6,0.1,0.4,0.7,56.6,0.1,0.0,15.9,10.2,0,0
2019,100.3,D.J. Wilson,MIL,1,26,45,24,3.1,2.0,0.7,0.0,0.2,0.5,48.7,0.4,0.001,16.2,7.1,0,0
2019,100.3,Javonte Green,BOS,4,34,42,23,3.1,1.5,0.3,0.4,0.1,0.3,59.7,0.2,0.001,15.0,8.7,0,0
2019,100.3,TJ Leaf,IND,6,22,44,13,3.0,2.7,0.3,0.3,0.1,0.3,47.6,0.2,0.001,17.1,10.3,0,0
2019,100.3,Drew Eubanks,SAS,9,7,42,5,3.0,2.3,0.3,0.0,0.1,0.6,68.5,0.0,-0.001,19.4,12.5,0,0
2019,100.3,Mfiondu Kabengele,LAC,2,10,44,8,2.9,0.8,0.1,0.1,0.1,0.1,62.2,0.6,0.001,22.9,11.8,0,0
2019,100.3,Tyrone Wallace,ATL,15,14,44,3,2.9,1.6,0.9,0.5,0.1,0.7,38.9,0.1,0.001,15.4,3.2,0,0
2019,100.3,Matthew Dellavedova,CLE,13,41,44,12,2.8,1.2,2.7,0.4,0.0,0.9,43.8,0.3,0.001,13.3,5.4,0,0
2019,100.3,Bruno Caboclo,HOU,6,22,42,7,2.8,2.0,0.5,0.5,0.5,0.3,44.1,0.2,0.001,15.8,7.2,0,0
2019,100.3,Chandler Parsons,ATL,15,5,44,0,2.8,1.4,0.6,0.8,0.2,0.6,38.9,0.8,0.0,15.0,3.8,0,0
2019,100.3,Justin James,SAC,13,24,43,8,2.8,1.2,0.6,0.2,0.4,0.3,44.8,0.3,0.001,17.4,6.3,0,0
2019,100.3,BJ Johnson,ORL,7,4,44,3,2.8,1.0,0.5,0.5,0.0,0.8,39.3,0.3,0.001,17.2,5.3,0,0
2019,100.3,Juancho Hernangomez,MIN,13,28,43,17,2.8,2.4,0.6,0.1,0.1,0.5,42.6,0.5,0.001,13.0,5.1,0,0
2019,100.3,Shaquille Harrison,CHI,10,27,45,11,2.7,1.3,0.9,0.4,0.2,0.2,48.4,0.1,0.001,17.5,10.4,0,0
2019,100.3,Chimezie Metu,SAS,9,11,42,5,2.7,1.5,0.3,0.1,0.3,0.1,60.9,0.0,0.001,23.4,28.3,0,0
2019,100.3,Jaylen Hoard,POR,10,12,45,7,2.7,2.5,0.3,0.4,0.0,0.3,47.3,0.0,0.001,15.1,8.6,0,0
2019,100.3,Semi Ojeleye,BOS,4,40,42,27,2.6,1.7,0.5,0.3,0.1,0.2,52.0,0.6,0.002,8.0,4.1,0,0
2019,100.3,Norvel Pelle,PHI,5,13,45,8,2.6,3.6,0.5,0.1,1.5,0.8,59.6,0.0,0.001,11.5,7.8,0,0
2019,100.3,Charles Brown Jr.,ATL,15,5,44,0,2.6,0.8,0.2,0.0,0.4,0.0,53.3,0.4,0.002,17.6,16.7,0,0
2019,100.3,Kevon Looney,GSW,15,10,45,3,2.6,2.9,0.4,0.3,0.2,0.6,38.0,0.1,0.0,15.3,2.8,0,0
2019,100.3,Amir Coffey,LAC,2,2,44,1,2.5,0.0,0.5,0.0,0.0,0.0,83.3,0.5,0.0,23.1,14.0,0,0
2019,100.3,Max Strus,CHI,10,2,45,0,2.5,0.5,0.0,0.0,0.0,0.0,72.7,0.0,0.001,15.8,12.3,0,0
2019,100.3,Ryan Anderson,HOU,6,2,42,1,2.5,3.5,1.0,0.5,0.0,0.5,35.7,0.5,0.001,24.2,11.5,0,0
2019,100.3,Udonis Haslem,MIA,2,2,43,2,2.5,1.5,0.0,0.0,0.0,0.0,90.6,0.0,0.0,13.0,11.9,0,0
2019,100.3,Chris Chiozza,BKN,8,11,42,2,2.5,1.5,2.6,0.9,0.2,0.8,36.5,0.6,0.003,14.6,8.3,0,0
2019,100.3,Romeo Langford,BOS,4,12,42,10,2.4,0.9,0.2,0.3,0.2,0.2,56.8,0.2,0.002,10.3,5.4,0,0
2019,100.3,Deonte Burton,OKC,7,26,44,15,2.4,1.3,0.3,0.2,0.3,0.3,38.8,0.2,0.001,17.4,3.0,0,0
2019,100.3,Oshae Brissett,TOR,3,13,43,9,2.3,1.5,0.3,0.2,0.1,0.3,46.0,0.2,0.001,13.5,3.6,0,0
2019,100.3,Dean Wade,CLE,13,7,44,0,2.3,2.1,0.1,0.3,0.4,0.4,76.6,0.3,0.0,11.4,9.8,0,0
2019,100.3,Shamorie Ponds,TOR,3,4,43,4,2.3,0.3,0.5,0.0,0.3,0.0,76.5,0.3,0.0,22.2,19.1,0,0
2019,100.3,Derrick Walton Jr.,DET,9,22,44,14,2.2,0.7,1.0,0.2,0.0,0.2,62.7,0.4,0.001,8.3,5.6,0,0
2019,100.3,DeMarre Carroll,HOU,6,15,42,7,2.2,2.1,0.7,0.1,0.1,0.7,43.7,0.2,0.001,15.0,3.1,0,0
2019,100.3,Jalen McDaniels,CHA,11,2,45,0,2.0,0.5,0.0,0.0,0.0,0.0,40.0,0.0,0.0,31.3,5.9,0,0
2019,100.3,Matt Mooney,CLE,13,1,44,0,2.0,1.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0,22.2,23.3,0,0
2019,100.3,Thabo Sefolosha,HOU,6,27,42,18,2.0,2.2,0.6,0.4,0.2,0.3,47.8,0.4,0.001,9.5,6.1,0,0
2019,100.3,Thanasis Antetokounmpo,MIL,1,13,45,12,2.0,0.5,0.5,0.1,0.1,0.4,55.3,0.0,0.0,20.1,5.7,0,0
2019,100.3,Terance Mann,LAC,2,27,44,19,1.9,1.0,1.1,0.2,0.1,0.5,50.6,0.1,0.001,11.6,5.3,0,0
2019,100.3,Ignas Brazdeikis,NYK,13,9,44,1,1.9,0.6,0.4,0.0,0.1,0.2,35.1,0.1,0.0,21.8,1.8,0,0
2019,100.3,Tyler Cook,CLE,13,9,44,2,1.9,0.9,0.1,0.1,0.0,0.1,79.9,0.0,0.0,16.2,11.5,0,0
2019,100.3,Vincent Poirier,BOS,4,12,42,11,1.8,1.6,0.3,0.2,0.3,0.3,48.3,0.1,0.0,18.9,6.6,0,0
2019,100.3,Caleb Martin,CHA,11,5,45,0,1.8,1.0,0.6,0.2,0.4,0.6,36.9,0.0,0.001,19.2,3.5,0,0
2019,100.3,Cristiano Felicio,CHI,10,5,45,2,1.8,1.4,0.6,0.2,0.0,0.4,69.9,0.0,0.0,7.3,5.8,0,0
2019,100.3,Justin Patton,OKC,7,5,44,2,1.8,1.0,0.4,0.0,0.0,0.4,45.0,0.2,0.0,19.4,2.9,0,0
2019,100.3,Louis King,DET,9,4,44,1,1.8,0.5,0.3,0.3,0.0,0.3,50.0,0.3,0.0,28.6,7.0,0,0
2019,100.3,Yuta Watanabe,MEM,8,4,43,1,1.8,1.3,0.0,0.0,0.3,0.3,58.3,0.3,0.001,15.6,10.1,0,0
2019,100.3,Wenyen Gabriel,POR,10,11,45,2,1.7,0.9,0.3,0.3,0.2,0.5,44.4,0.1,0.0,16.5,3.3,0,0
2019,100.3,Michael Frazier,HOU,6,3,42,1,1.7,1.0,0.3,0.0,0.0,0.0,50.0,0.3,0.001,14.7,5.8,0,0
2019,100.3,Alize Johnson,IND,6,11,44,8,1.6,1.4,0.2,0.0,0.0,0.1,54.1,0.0,0.0,13.9,8.0,0,0
2019,100.3,Melvin Frazier Jr.,ORL,7,11,44,4,1.6,0.4,0.1,0.3,0.2,0.2,48.0,0.4,0.001,18.4,2.5,0,0
2019,100.3,Jared Dudley,LAL,1,30,43,22,1.6,0.9,0.6,0.3,0.1,0.2,60.4,0.4,0.001,7.7,4.6,0,0
2019,100.3,Josh Magette,ORL,7,8,44,3,1.5,0.8,0.6,0.4,0.1,0.6,37.8,0.1,0.001,22.6,5.7,0,0
2019,100.3,Justin Robinson,WAS,11,9,42,2,1.4,0.6,0.8,0.0,0.1,0.3,54.2,0.3,0.001,13.3,7.7,0,0
2019,100.3,Moses Brown,POR,10,7,45,4,1.4,1.6,0.0,0.1,0.0,0.4,46.5,0.0,-0.001,22.6,4.7,0,0
2019,100.3,Tyson Chandler,HOU,6,25,42,15,1.4,2.6,0.2,0.2,0.3,0.3,71.7,0.0,0.001,5.7,6.2,1,0
2019,100.3,Stanley Johnson,TOR,3,14,43,10,1.4,1.1,0.3,0.2,0.1,0.5,34.2,0.1,0.001,19.8,2.5,0,0
2019,100.3,Antonius Cleveland,DAL,5,3,43,2,1.3,1.0,0.0,0.0,0.0,0.3,66.7,0.0,0.0,12.1,7.3,0,0
2019,100.3,Jonah Bolden,PHX,11,3,43,3,1.3,0.3,0.0,0.3,0.0,0.7,51.5,0.0,-0.001,17.6,-4.8,0,0
2019,100.3,Zylan Cheatham,NOP,12,3,44,2,1.3,2.0,0.7,0.0,0.3,1.0,40.0,0.0,0.0,11.4,0.9,0,0
2019,100.3,Ed Davis,UTA,3,21,43,14,1.3,4.0,0.4,0.4,0.4,0.6,38.7,0.0,0.001,9.1,4.5,0,0
2019,100.3,Johnathan Motley,LAC,2,7,44,5,1.3,0.3,0.7,0.4,0.0,0.6,76.5,0.1,0.0,25.6,10.1,0,0
2019,100.3,Frank Mason,MIL,1,4,45,4,1.3,0.5,1.3,0.3,0.0,0.3,28.5,0.3,0.001,22.2,2.0,0,0
2019,100.3,Rayjon Tucker,UTA,3,10,43,9,1.1,0.9,0.2,0.1,0.0,0.1,36.2,0.0,0.0,10.3,2.4,0,0
2019,100.3,DaQuan Jeffries,SAC,13,2,43,0,1.0,0.5,0.5,0.0,0.0,0.0,100.0,0.0,0.002,3.6,7.4,0,0
2019,100.3,Devon Hall,OKC,7,5,44,3,1.0,0.2,0.6,0.0,0.0,0.2,37.0,0.0,0.001,16.7,2.7,0,0
2019,100.3,Dewan Hernandez,TOR,3,4,43,4,1.0,1.8,0.0,0.3,0.0,0.3,34.0,0.0,0.0,23.3,0.0,0,0
2019,100.3,Jordan Bone,DET,9,4,44,1,1.0,0.0,0.8,0.0,0.0,0.5,28.6,0.0,0.0,23.7,-3.9,0,0
2019,100.3,Josh Gray,NOP,12,2,44,1,1.0,1.0,1.0,0.0,0.0,2.5,50.0,0.0,0.002,13.7,-2.4,0,0
2019,100.3,Justin Anderson,BKN,8,3,42,2,1.0,0.7,0.0,0.0,0.3,0.0,21.8,0.0,0.001,15.9,-4.7,0,0
2019,100.3,Keldon Johnson,SAS,9,2,42,0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.002,22.2,4.4,0,0
2019,100.3,Malcolm Miller,TOR,3,21,43,18,1.0,0.7,0.4,0.2,0.1,0.1,44.2,0.2,0.001,8.9,3.3,0,0
2019,100.3,Amile Jefferson,ORL,7,15,44,5,0.9,1.4,0.3,0.0,0.2,0.2,38.3,0.0,0.001,12.6,4.8,0,0
2019,100.3,Daryl Macon,MIA,2,4,43,4,0.8,0.0,0.3,0.0,0.0,0.5,50.0,0.3,0.001,16.7,-2.8,0,0
2019,100.3,Caleb Swanigan,POR,10,7,45,3,0.7,1.0,0.3,0.1,0.3,0.9,51.2,0.0,0.0,18.0,-2.6,0,0
2019,100.3,Brian Bowen II,IND,6,3,44,2,0.7,0.3,0.0,0.0,0.3,0.0,25.0,0.0,0.0,16.0,1.3,0,0
2019,100.3,Vlatko Cancar,DEN,3,7,43,3,0.6,0.1,0.3,0.0,0.0,0.0,51.5,0.0,0.0,13.3,8.3,0,0
2019,100.3,Jarred Vanderbilt,MIN,13,4,43,2,0.5,0.5,0.3,0.0,0.0,0.5,100.0,0.0,0.0,8.8,3.1,0,0
2019,100.3,Khyri Thomas,DET,9,2,44,1,0.5,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.001,8.3,0.0,0,0
2019,100.3,Juwan Morgan,UTA,3,9,43,7,0.4,0.6,0.1,0.0,0.1,0.2,40.0,0.0,0.001,8.1,3.0,0,0
2019,100.3,Nigel Williams-Goss,UTA,3,9,43,5,0.4,0.6,0.6,0.1,0.1,0.2,25.4,0.0,0.001,14.1,5.0,0,0
2019,100.3,Henry Ellenson,BKN,8,5,42,2,0.4,1.2,0.2,0.0,0.0,0.0,14.3,0.0,0.001,15.9,4.1,0,0
2019,100.3,Adam Mokoka,CHI,10,2,45,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,-22.2,0,0
2019,100.3,Jalen Lecque,PHX,11,1,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,20.0,-9.1,0,0
2019,100.3,Jared Harper,PHX,11,1,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,-15.4,0,0
2019,100.3,Jarrell Brantley,UTA,3,2,43,0,0.0,2.0,0.5,0.0,1.0,0.5,0.0,0.0,0.001,5.3,12.1,0,0
2019,100.3,John Konchar,MEM,8,2,43,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0
2019,100.3,Josh Reaves,DAL,5,2,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,-33.3,0,0
2019,100.3,KZ Okpala,MIA,2,3,43,2,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,14.3,0.0,0,0
2019,100.3,Kevin Hervey,OKC,7,4,44,2,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,17.4,-7.1,0,0
2019,100.3,Kostas Antetokounmpo,LAL,1,3,43,3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0,0
2019,100.3,Kyle Guy,SAC,13,1,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,14.3,-4.5,0,0
2019,100.3,Miye Oni,UTA,3,3,43,2,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.5,0.0,0,0
2019,100.3,Paul Watson,TOR,3,2,43,0,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.003,14.3,-4.7,0,0
2019,100.3,Stanton Kidd,UTA,3,4,43,3,0.0,0.8,0.3,0.0,0.0,0.5,0.0,0.0,0.001,13.9,-7.7,0,0
2019,100.3,Talen Horton-Tucker,LAL,1,2,43,1,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,14.8,0,0
2019,100.3,Zach Norvell Jr.,GSW,15,2,45,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0,0
