Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Selected?
2001,90.7,Bryce Drew,CHH,9,39,40,18,3.6,1.1,1.6,0.4,0.0,0.6,55.1,0.5,0.001,13.4,9.1,0,0,0
2001,90.7,Joe Crispin,PHX,8,10,40,7,3.6,0.5,1.4,0.3,0.0,0.3,49.9,0.6,0.001,21.3,13.4,0,0,0
2001,90.7,Rodney White,DET,8,10,39,6,3.6,1.1,0.8,0.5,0.1,1.0,41.0,0.0,0.001,28.3,6.7,0,0,0
2001,90.7,Tierre Brown,HOU,12,20,41,1,3.6,0.9,2.0,0.5,0.2,1.1,45.0,0.1,0.001,19.6,7.6,0,0,0
2001,90.7,Mark Madsen,LAL,2,21,37,17,3.6,3.0,0.9,0.2,0.3,0.3,54.2,0.0,0.001,13.8,8.5,0,0,0
2001,90.7,Vonteego Cummings,PHI,9,29,40,14,3.5,1.0,1.1,0.3,0.2,0.9,47.0,0.2,0.001,19.9,6.1,0,0,0
2001,90.7,Bryant Stith,CLE,14,24,41,8,3.5,1.4,0.9,0.4,0.1,0.6,45.6,0.2,0.0,17.3,7.1,0,0,0
2001,90.7,Bimbo Coles,CLE,14,41,41,13,3.4,1.2,2.4,0.2,0.1,0.8,47.3,0.1,0.0,13.2,6.7,0,0,0
2001,90.7,Mookie Blaylock,GSW,11,35,40,12,3.4,1.5,3.3,0.7,0.1,1.1,39.8,0.4,0.001,13.5,9.6,1,0,0
2001,90.7,Cal Bowdler,ATL,12,31,40,10,3.4,2.4,0.3,0.4,0.4,0.3,42.3,0.0,0.001,13.9,5.2,0,0,0
2001,90.7,Jason Collins,NJN,1,35,40,22,3.3,3.6,0.9,0.2,0.6,0.7,45.2,0.0,0.003,13.1,7.4,0,0,0
2001,90.7,Ira Bowman,PHI,9,3,40,0,3.3,0.3,0.3,0.7,0.0,0.0,71.4,0.0,0.002,11.5,15.4,0,0,0
2001,90.7,Sam Mack,MIA,13,12,39,2,3.3,1.2,0.3,0.4,0.1,0.6,38.4,0.6,0.002,16.7,0.4,0,0,0
2001,90.7,Don Reid,ORL,6,30,42,15,3.2,2.2,0.3,0.3,0.5,0.7,54.4,0.0,0.001,15.7,3.5,0,0,0
2001,90.7,Chris Andersen,DEN,13,6,40,1,3.2,2.3,0.3,0.2,0.5,0.3,44.1,0.0,0.0,22.5,10.4,0,0,0
2001,90.7,Kwame Brown,WAS,6,31,38,15,3.1,3.0,0.4,0.2,0.3,0.5,41.5,0.0,0.001,16.3,6.3,0,0,0
2001,90.7,Dalibor Bagaric,CHI,15,14,40,2,3.0,2.0,0.4,0.4,0.4,1.1,45.5,0.0,0.0,26.0,1.6,0,0,0
2001,90.7,Jason Collier,HOU,12,1,41,0,3.0,1.0,1.0,0.0,0.0,0.0,79.8,0.0,0.0,14.3,14.3,0,0,0
2001,90.7,Kenny Satterfield,DEN,13,6,40,0,3.0,0.3,1.0,0.7,0.0,1.2,42.5,0.5,0.0,29.5,5.6,0,0,0
2001,90.7,Brian Skinner,CLE,14,39,41,12,3.0,4.4,0.2,0.4,0.9,0.6,50.6,0.0,0.001,9.3,6.3,0,0,0
2001,90.7,Bobby Simmons,WAS,6,19,38,7,2.9,1.5,0.5,0.3,0.2,0.5,49.2,0.1,0.001,15.4,5.7,0,0,0
2001,90.7,Sean Rooks,LAC,8,34,42,15,2.9,2.1,0.4,0.2,0.4,0.3,44.1,0.0,0.001,13.7,4.5,0,0,0
2001,90.7,Derrick Dial,TOR,4,25,42,16,2.9,1.8,1.2,0.3,0.2,0.5,35.8,0.0,0.002,20.3,9.4,0,0,0
2001,90.7,Corie Blount,PHI,9,33,40,17,2.9,5.0,0.7,0.6,0.4,0.7,41.5,0.0,0.002,9.3,5.1,0,0,0
2001,90.7,Mikki Moore,DET,8,23,39,12,2.9,2.0,0.4,0.2,0.3,0.5,60.4,0.0,0.001,16.8,10.0,0,0,0
2001,90.7,Howard Eisley,NYK,11,15,39,7,2.9,1.3,2.3,0.3,0.1,1.1,32.9,0.1,0.002,19.0,4.1,0,0,0
2001,90.7,Rick Brunson,POR,8,29,40,14,2.9,1.6,2.6,0.6,0.0,1.1,48.5,0.1,0.0,16.1,9.0,0,0,0
2001,90.7,Brian Shaw,LAL,2,27,37,19,2.9,2.0,1.2,0.3,0.1,0.5,44.3,0.4,0.001,16.5,9.8,0,0,0
2001,90.7,John Amaechi,UTA,6,31,41,16,2.8,2.2,0.5,0.2,0.3,1.1,36.6,0.0,0.001,19.8,0.9,0,0,0
2001,90.7,Brian Cardinal,DET,8,5,39,1,2.8,0.8,0.4,0.0,0.0,0.0,54.3,0.4,0.001,18.3,8.5,0,0,0
2001,90.7,Carlos Rogers,IND,5,20,43,7,2.8,1.7,0.2,0.3,0.3,0.3,57.8,0.1,0.0,15.6,8.4,0,0,0
2001,90.7,Daniel Santiago,PHX,8,3,40,0,2.7,2.3,0.7,0.0,0.3,0.7,50.0,0.0,0.001,18.5,12.5,0,0,0
2001,90.7,Jeryl Sasser,ORL,6,3,42,0,2.7,1.7,0.3,0.7,0.0,0.3,38.8,0.0,0.0,20.8,4.7,0,0,0
2001,90.7,Sam Mitchell,MIN,3,35,40,27,2.6,0.8,0.4,0.1,0.0,0.2,47.6,0.1,0.001,15.7,4.4,0,0,0
2001,90.7,Reggie Slater,ATL,12,8,40,2,2.6,1.1,0.1,0.1,0.1,0.1,54.1,0.0,0.0,17.2,8.5,0,0,0
2001,90.7,Trajan Langdon,CLE,14,16,41,3,2.6,1.4,0.8,0.4,0.0,0.8,37.5,0.4,0.001,20.7,2.6,0,0,0
2001,90.7,Primoz Brezec,IND,5,13,43,3,2.6,1.4,0.4,0.0,0.5,0.3,66.1,0.0,0.001,11.1,5.5,0,0,0
2001,90.7,Zach Randolph,POR,8,28,40,13,2.6,1.6,0.3,0.2,0.1,0.5,46.8,0.0,0.001,23.3,7.7,0,0,0
2001,90.7,Walter McCarty,BOS,3,18,40,8,2.6,1.0,0.4,0.2,0.0,0.3,56.3,0.4,0.0,16.1,5.2,0,0,0
2001,90.7,Andrew DeClercq,ORL,6,30,42,14,2.5,2.2,0.3,0.3,0.4,0.5,43.5,0.0,0.001,15.4,0.9,0,0,0
2001,90.7,Cedric Henderson,GSW,11,10,40,4,2.5,0.3,0.4,0.5,0.1,0.7,44.1,0.0,0.001,24.0,5.6,0,0,0
2001,90.7,Derrick McKey,PHI,9,4,40,3,2.5,1.5,0.0,0.8,0.0,0.8,42.1,0.0,0.001,12.2,1.8,0,0,0
2001,90.7,Gerald Wallace,SAC,1,23,40,19,2.4,1.5,0.4,0.4,0.0,0.3,48.2,0.0,0.001,16.8,7.9,0,0,0
2001,90.7,Gilbert Arenas,GSW,11,8,40,2,2.4,0.4,0.3,0.3,0.0,0.1,59.1,0.3,0.0,15.5,9.0,0,0,0
2001,90.7,Joel Przybilla,MIL,2,29,39,18,2.3,3.0,0.2,0.3,1.4,0.6,53.1,0.0,0.001,9.9,4.1,0,0,0
2001,90.7,Etan Thomas,WAS,6,19,38,6,2.3,2.5,0.1,0.2,0.5,0.6,50.3,0.0,0.001,13.6,7.9,0,0,0
2001,90.7,Ervin Johnson,MIL,2,39,39,26,2.3,6.0,0.4,0.6,1.1,0.7,40.6,0.0,0.002,7.6,5.2,0,0,0
2001,90.7,Felipe Lopez,MIN,3,29,40,23,2.3,1.4,0.6,0.3,0.0,0.7,46.7,0.1,0.001,15.9,3.8,0,0,0
2001,90.7,Tang Hamilton,MIA,13,9,39,1,2.2,2.0,0.6,0.4,0.0,0.2,51.4,0.0,0.002,10.0,10.2,0,0,0
2001,90.7,Terence Morris,HOU,12,29,41,9,2.2,2.8,0.8,0.3,0.3,0.6,35.7,0.2,0.001,13.2,5.1,0,0,0
2001,90.7,Evan Eschmeyer,DAL,5,18,41,15,2.2,2.8,0.2,0.3,0.2,0.4,47.9,0.0,0.001,13.9,4.9,0,0,0
2001,90.7,Amal McCaskill,SAS,4,20,38,18,2.2,1.5,0.1,0.3,0.4,0.7,49.7,0.0,0.0,19.6,4.5,0,0,0
2001,90.7,Kedrick Brown,BOS,3,16,40,7,2.1,1.9,0.3,0.6,0.3,0.1,34.5,0.1,0.001,15.9,6.3,0,0,0
2001,90.7,Donnell Harvey,DEN,13,18,40,14,2.1,2.6,0.3,0.2,0.3,0.4,53.3,0.0,0.001,12.0,6.5,0,0,0
2001,90.7,Loren Woods,MIN,3,35,40,29,2.1,2.1,0.5,0.3,0.8,0.7,43.7,0.0,0.001,14.6,5.6,0,0,0
2001,90.7,Jud Buechler,ORL,6,37,42,17,2.1,2.3,0.5,0.5,0.1,0.2,48.8,0.5,0.001,8.5,6.9,0,0,0
2001,90.7,Bruno Sundov,IND,5,10,43,3,2.0,0.6,0.3,0.2,0.1,0.2,45.5,0.0,0.001,24.2,7.5,0,0,0
2001,90.7,George Lynch,CHH,9,3,40,2,2.0,2.7,0.7,0.0,0.0,0.7,37.5,0.0,0.001,16.4,13.8,0,0,0
2001,90.7,Lavor Postell,NYK,11,9,39,2,2.0,0.4,0.3,0.3,0.0,0.7,29.7,0.1,0.002,30.3,-5.9,0,0,0
2001,90.7,Mamadou N'diaye,TOR,4,1,42,1,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,16.7,0,0,0
2001,90.7,Michael Stewart,TOR,4,1,42,0,2.0,1.0,1.0,0.0,0.0,0.0,34.7,0.0,0.001,20.0,-4.9,0,0,0
2001,90.7,Mitchell Butler,POR,8,7,40,3,2.0,0.9,0.3,0.0,0.1,0.1,55.4,0.1,0.0,11.0,2.9,0,0,0
2001,90.7,Obinna Ekezie,LAC,8,14,42,6,2.0,1.4,0.1,0.0,0.2,0.4,48.3,0.0,0.001,17.6,5.9,0,0,0
2001,90.7,Erick Barkley,POR,8,12,40,6,1.9,1.2,2.2,0.8,0.1,0.8,31.5,0.0,0.002,13.5,3.7,0,0,0
2001,90.7,Kirk Haston,CHH,9,9,40,6,1.9,1.3,0.1,0.0,0.0,0.3,33.2,0.0,0.001,25.7,0.4,0,0,0
2001,90.7,Mateen Cleaves,SAC,1,17,40,14,1.8,0.2,0.7,0.2,0.0,1.0,47.7,0.0,0.0,26.9,4.5,0,0,0
2001,90.7,Antonio Harvey,SEA,7,5,40,3,1.8,1.8,1.0,0.2,0.6,0.6,34.9,0.0,-0.001,14.8,1.8,0,0,0
2001,90.7,Jeff Trepagnier,CLE,14,10,41,2,1.8,1.0,1.0,0.7,0.4,0.9,35.9,0.0,0.001,23.6,6.9,0,0,0
2001,90.7,Carlos Arroyo,DEN,13,17,40,11,1.8,0.7,1.2,0.4,0.0,0.7,47.4,0.0,0.001,19.8,10.7,0,0,0
2001,90.7,DeSagana Diop,CLE,14,8,41,3,1.8,1.0,0.1,0.1,0.5,0.9,44.4,0.0,0.001,17.2,-4.3,0,0,0
2001,90.7,Donny Marshall,NJN,1,4,40,3,1.8,1.3,0.5,0.0,0.0,0.0,33.3,0.0,0.0,20.0,0.0,0,0,0
2001,90.7,Eric Montross,TOR,4,24,42,13,1.7,2.0,0.3,0.2,0.6,0.4,37.6,0.0,0.0,11.5,2.9,0,0,0
2001,90.7,Travis Knight,NYK,11,23,39,9,1.7,2.0,0.1,0.1,0.2,0.6,36.4,0.0,0.001,15.4,-1.9,0,0,0
2001,90.7,Brandon Armstrong,NJN,1,19,40,13,1.7,0.5,0.2,0.2,0.1,0.2,33.6,0.1,0.001,20.4,-1.5,0,0,0
2001,90.7,Mike Penberthy,LAL,2,3,37,3,1.7,0.7,0.7,0.7,0.0,0.0,66.5,0.0,0.001,13.3,21.2,0,0,0
2001,90.7,Alton Ford,PHX,8,26,40,15,1.6,1.3,0.1,0.0,0.0,0.3,54.3,0.0,0.0,12.0,3.6,0,0,0
2001,90.7,Mark Bryant,SAS,4,7,38,4,1.6,1.3,0.3,0.6,0.3,0.1,50.6,0.0,0.002,11.4,8.6,0,0,0
2001,90.7,Harold Jamison,LAC,8,4,42,2,1.5,0.8,0.0,0.3,0.3,0.3,42.9,0.0,0.0,14.8,1.7,0,0,0
2001,90.7,Jabari Smith,PHI,9,17,40,14,1.5,1.0,0.4,0.2,0.2,0.1,33.7,0.0,0.001,16.0,1.2,0,0,0
2001,90.7,Ruben Boumtje-Boumtje,POR,8,25,40,12,1.4,1.9,0.2,0.1,0.5,0.5,47.8,0.0,0.0,10.2,2.6,0,0,0
2001,90.7,Brent Price,SAC,1,17,40,13,1.4,0.3,0.4,0.2,0.1,0.2,52.4,0.2,0.0,16.3,4.1,0,0,0
2001,90.7,Anthony Johnson,NJN,1,3,40,2,1.3,0.7,0.3,1.0,0.0,1.0,40.0,0.0,0.002,14.8,8.5,0,0,0
2001,90.7,Charlie Bell,DAL,5,6,41,3,1.3,0.7,0.3,0.0,0.0,0.8,33.7,0.0,0.0,17.3,-2.1,0,0,0
2001,90.7,Malik Allen,MIA,13,3,39,0,1.3,2.3,0.3,0.3,0.7,0.0,22.5,0.0,0.001,10.6,0.0,0,0,0
2001,90.7,Tim James,PHI,9,9,40,6,1.3,0.8,0.1,0.0,0.1,0.3,38.4,0.0,0.0,18.4,-1.9,0,0,0
2001,90.7,Mark Blount,BOS,3,23,40,12,1.3,1.7,0.3,0.3,0.5,0.5,46.1,0.0,0.001,9.0,3.7,0,0,0
2001,90.7,Jelani McCoy,LAL,2,10,37,8,1.3,1.3,0.4,0.0,0.1,0.5,55.3,0.0,0.0,15.7,6.4,0,0,0
2001,90.7,Dan Langhi,HOU,12,8,41,1,1.3,1.3,0.1,0.3,0.1,0.4,42.1,0.0,0.0,12.6,5.0,0,0,0
2001,90.7,Mark Pope,MIL,2,28,39,19,1.3,1.2,0.3,0.1,0.2,0.2,41.0,0.0,0.0,11.3,3.5,0,0,0
2001,90.7,Samuel Dalembert,PHI,9,17,40,10,1.2,2.1,0.2,0.1,0.4,0.3,41.1,0.0,0.001,15.7,11.3,0,0,0
2001,90.7,William Avery,MIN,3,14,40,11,1.2,0.9,1.1,0.2,0.0,0.6,26.6,0.1,0.001,16.0,1.9,0,0,0
2001,90.7,Olumide Oyedeji,SEA,7,16,40,7,1.2,2.3,0.1,0.0,0.1,0.4,40.6,0.0,0.0,11.9,2.6,0,0,0
2001,90.7,Dean Garrett,GSW,11,21,40,18,1.1,1.7,0.1,0.2,0.3,0.3,39.4,0.0,0.0,13.6,6.2,0,0,0
2001,90.7,Felton Spencer,NYK,11,15,39,5,1.1,1.8,0.1,0.5,0.4,0.5,32.7,0.0,0.002,11.6,-6.9,0,0,0
2001,90.7,Jerome Moiso,CHH,9,13,40,6,1.1,1.5,0.3,0.2,0.2,0.5,50.0,0.0,0.001,14.9,12.4,0,0,0
2001,90.7,Michael Ruffin,PHI,9,15,40,5,1.1,3.4,0.3,0.3,0.5,0.7,27.1,0.0,0.001,10.5,2.3,0,0,0
2001,90.7,Cherokee Parks,SAS,4,17,38,13,1.1,1.3,0.2,0.0,0.1,0.2,34.6,0.0,0.0,15.4,2.1,0,0,0
2001,90.7,Joseph Forte,BOS,3,2,40,1,1.0,1.0,1.0,0.0,0.0,1.0,20.5,0.0,-0.001,20.6,0.0,0,0,0
2001,90.7,Leon Smith,ATL,12,2,40,0,1.0,1.5,0.0,0.0,0.0,0.0,34.7,0.0,0.002,11.5,1.6,0,0,0
2001,90.7,Michael Bradley,TOR,4,13,42,8,1.0,0.9,0.2,0.0,0.1,0.3,47.2,0.0,0.0,13.3,6.1,0,0,0
2001,90.7,Vinny Del Negro,PHX,8,2,40,1,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,36.4,4.2,0,0,0
2001,90.7,Damone Brown,PHI,9,16,40,7,0.9,0.2,0.0,0.0,0.0,0.4,43.3,0.0,0.001,19.8,-7.0,0,0,0
2001,90.7,Eldridge Recasner,LAC,8,6,42,1,0.8,0.0,0.8,0.2,0.0,0.2,38.8,0.0,0.001,9.7,2.1,0,0,0
2001,90.7,Matt Geiger,PHI,9,4,40,0,0.8,1.5,0.0,0.0,0.5,0.5,16.9,0.0,0.0,14.5,-4.3,0,0,0
2001,90.7,Chris Dudley,POR,8,15,40,7,0.7,1.9,0.1,0.1,0.3,0.1,31.1,0.0,0.001,6.3,1.9,0,0,0
2001,90.7,Dean Oliver,GSW,11,3,40,1,0.7,0.0,0.0,0.0,0.0,0.7,41.0,0.0,0.001,7.8,-4.4,0,0,0
2001,90.7,Maurice Evans,MIN,3,6,40,4,0.7,0.0,0.2,0.0,0.0,0.2,50.0,0.0,0.0,27.8,3.5,0,0,0
2001,90.7,Steve Goodrich,NJN,1,9,40,7,0.6,0.6,0.6,0.1,0.2,0.3,23.0,0.0,0.001,12.6,-3.9,0,0,0
2001,90.7,Jamison Brewer,IND,5,10,43,5,0.4,0.8,0.9,0.2,0.0,0.3,40.0,0.0,0.001,8.4,11.0,0,0,0
2001,90.7,Darrick Martin,DAL,5,3,41,1,0.3,0.3,1.0,0.7,0.0,0.3,4.6,0.0,-0.001,23.1,-13.6,0,0,0
2001,90.7,Alvin Jones,PHI,9,5,40,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,-4.0,0,0,0
2001,90.7,Dickey Simpkins,ATL,12,1,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0,0,0
2001,90.7,Ernest Brown,MIA,13,2,39,0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.0,-10.2,0,0,0
2001,90.7,Greg Foster,MIL,2,1,39,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0
2001,90.7,Jason Hart,SAS,4,1,38,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001,0.0,28.6,0,0,0
2001,90.7,Randy Brown,BOS,3,1,40,1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.001,6.7,6.3,0,0,0
2002,91.0,Tracy McGrady,ORL,8,38,43,19,30.1,6.3,4.8,1.7,0.9,2.5,55.8,1.8,0.001,33.4,17.9,2,1,1
2002,91.0,Kobe Bryant,LAL,9,40,40,19,27.7,7.7,7.2,2.2,0.9,3.8,53.3,1.1,0.003,30.8,18.5,4,1,1
2002,91.0,Allen Iverson,PHI,6,41,41,21,27.1,4.1,4.8,2.6,0.1,3.5,48.1,1.2,0.003,33.2,12.5,3,1,1
2002,91.0,Shaquille O'Neal,LAL,9,28,40,16,26.3,10.8,3.0,0.7,2.1,3.0,58.4,0.0,0.002,30.1,17.2,9,1,1
2002,91.0,Paul Pierce,BOS,4,41,41,24,25.8,7.5,4.4,2.0,0.9,3.7,51.2,1.5,0.003,31.7,15.0,1,1,1
2002,91.0,Tim Duncan,SAS,3,40,40,26,23.5,12.4,3.8,0.7,3.0,3.2,54.2,0.1,0.004,28.5,20.1,4,1,1
2002,91.0,Jalen Rose,CHI,11,41,41,15,23.2,4.2,4.4,0.8,0.3,3.3,51.4,1.7,0.002,27.5,10.4,0,0,0
2002,91.0,Chris Webber,SAC,2,37,42,27,23.1,10.4,5.4,1.7,1.6,3.1,48.8,0.0,0.004,29.3,14.9,4,1,1
2002,91.0,Antawn Jamison,GSW,11,40,40,17,23.0,7.2,1.7,0.9,0.6,2.5,53.9,0.7,0.001,24.5,11.8,0,0,0
2002,91.0,Steve Francis,HOU,7,40,40,23,23.0,6.3,6.2,1.6,0.5,4.1,54.5,1.2,0.004,27.4,14.7,1,1,1
2002,91.0,Jerry Stackhouse,WAS,6,37,41,19,22.5,4.1,4.5,0.9,0.4,2.9,54.4,1.2,0.003,27.2,13.6,2,0,0
2002,91.0,Ricky Davis,CLE,15,41,43,8,22.3,4.3,4.9,1.8,0.3,3.4,49.7,1.0,0.001,27.9,11.5,0,0,0
2002,91.0,Dirk Nowitzki,DAL,1,38,40,31,22.3,10.3,2.7,1.4,1.1,1.5,55.9,1.4,0.004,24.6,17.6,1,1,1
2002,91.0,Kevin Garnett,MIN,8,41,41,23,21.9,13.0,5.6,1.5,1.6,2.7,54.1,0.4,0.003,24.6,19.3,5,1,1
2002,91.0,Antoine Walker,BOS,4,41,41,24,21.8,7.5,4.3,1.7,0.5,3.3,48.7,2.8,0.003,27.4,11.4,2,1,1
2002,91.0,Ray Allen,SEA,10,34,39,17,21.5,4.4,3.2,1.3,0.2,2.6,56.4,2.6,0.001,28.0,11.9,3,1,0
2002,91.0,Stephon Marbury,PHX,6,41,42,25,21.5,3.0,8.1,1.2,0.2,3.4,49.2,1.0,0.003,27.9,13.0,1,0,1
2002,91.0,Gary Payton,MIL,9,39,40,18,21.3,4.8,9.2,1.6,0.3,2.5,50.3,0.7,0.002,26.6,15.8,8,1,1
2002,91.0,Allan Houston,NYK,10,39,39,16,21.3,2.8,2.5,0.6,0.1,2.1,54.5,2.1,0.002,26.7,10.5,2,0,0
2002,91.0,Shawn Marion,PHX,6,41,42,24,21.1,9.5,2.0,1.9,1.2,2.0,52.5,1.5,0.003,23.2,15.4,0,0,1
2002,91.0,Jamal Mashburn,NOH,5,42,42,22,21.1,6.3,5.3,1.1,0.1,2.5,49.9,1.3,0.002,25.9,13.3,0,0,1
2002,91.0,Jason Kidd,NJN,2,41,41,28,20.4,5.9,8.6,2.3,0.3,3.7,54.3,1.5,0.004,26.2,18.7,5,1,1
2002,91.0,Richard Hamilton,DET,3,40,40,27,20.4,3.6,3.0,0.8,0.2,2.6,54.2,0.4,0.003,32.3,13.5,0,0,0
2002,91.0,Glenn Robinson,ATL,12,36,41,11,20.4,7.3,2.9,1.3,0.4,3.8,50.3,1.4,0.001,28.1,11.2,2,0,0
2002,91.0,Shareef Abdur-Rahim,ATL,12,40,41,14,19.9,7.8,2.9,1.0,0.5,2.9,57.8,0.3,0.001,24.0,13.6,1,1,0
2002,91.0,Sam Cassell,MIL,9,37,40,18,19.7,4.2,5.8,1.1,0.2,2.6,54.3,0.6,0.001,27.6,13.6,0,0,0
2002,91.0,Jermaine O'Neal,IND,1,37,41,26,19.6,10.1,2.3,0.7,1.8,2.8,53.2,0.0,0.003,25.8,14.6,1,1,1
2002,91.0,Michael Finley,DAL,1,40,40,32,19.5,6.1,2.9,1.2,0.3,1.8,50.1,1.6,0.004,24.2,11.6,2,0,0
2002,91.0,Bobby Jackson,SAC,2,30,42,22,19.5,4.3,3.7,1.5,0.0,2.1,59.4,1.8,0.004,23.7,14.6,0,0,0
2002,91.0,Karl Malone,UTA,4,39,40,25,19.4,8.2,3.9,1.6,0.4,2.9,51.6,0.1,0.002,26.7,15.1,14,1,0
2002,91.0,Vince Carter,TOR,14,10,42,4,19.2,3.7,2.6,0.9,0.8,2.0,48.5,1.4,0.004,31.0,11.0,3,1,1
2002,91.0,Steve Nash,DAL,1,40,40,32,18.7,2.9,6.7,1.2,0.0,2.6,57.3,1.1,0.003,25.0,15.3,1,1,1
2002,91.0,Matt Harpring,UTA,4,40,40,25,18.6,7.2,1.6,1.2,0.3,2.4,59.5,0.9,0.003,23.7,14.2,0,0,0
2002,91.0,Elton Brand,LAC,12,38,40,14,18.5,11.4,2.3,1.0,2.7,2.7,54.4,0.0,0.002,21.8,14.1,1,1,0
2002,91.0,Michael Jordan,WAS,6,41,41,21,18.4,5.5,3.8,1.7,0.5,2.0,49.3,0.3,0.002,27.8,14.1,13,1,1
2002,91.0,Cuttino Mobley,HOU,7,32,40,19,18.4,4.4,3.0,1.4,0.5,2.5,52.5,1.4,0.003,21.3,9.8,0,0,0
2002,91.0,Zydrunas Ilgauskas,CLE,15,42,43,8,18.1,8.1,1.5,0.8,2.0,2.7,50.2,0.0,0.001,28.9,12.2,0,0,1
2002,91.0,Eddie Jones,MIA,12,34,41,13,18.0,4.6,3.7,1.3,0.4,1.8,53.2,1.7,0.003,22.9,13.1,3,0,0
2002,91.0,Lamar Odom,LAC,12,11,40,3,17.8,8.6,3.8,0.8,0.8,3.0,53.8,1.0,0.002,22.8,13.2,0,0,0
2002,91.0,Jason Terry,ATL,12,41,41,14,17.6,3.4,7.1,1.7,0.2,3.2,53.6,2.0,0.001,22.9,12.5,0,0,0
2002,91.0,Peja Stojakovic,SAC,2,32,42,23,17.5,5.2,2.2,1.1,0.1,1.5,57.6,2.2,0.004,21.3,12.1,1,1,1
2002,91.0,Rashard Lewis,SEA,10,37,39,17,17.5,6.9,2.1,1.4,0.6,1.8,52.5,0.9,0.001,21.5,10.9,0,0,0
2002,91.0,Pau Gasol,MEM,13,40,40,12,17.5,8.4,2.9,0.4,1.9,2.9,58.7,0.0,0.0,22.4,13.2,0,0,0
2002,91.0,Rasheed Wallace,POR,5,37,39,23,17.4,8.1,2.2,0.8,1.0,1.8,53.4,1.4,0.003,22.9,12.5,2,0,0
2002,91.0,Juwan Howard,DEN,14,37,40,9,17.2,8.3,3.1,1.1,0.5,2.2,48.4,0.0,0.003,24.1,14.2,1,0,0
2002,91.0,Baron Davis,NOH,5,34,42,19,17.1,3.8,7.0,1.8,0.4,2.8,49.2,1.9,0.003,23.1,11.0,1,1,0
2002,91.0,Bonzi Wells,POR,5,33,39,19,16.6,5.6,2.8,1.6,0.3,3.0,51.3,0.6,0.003,25.3,10.6,0,0,0
2002,91.0,Latrell Sprewell,NYK,10,31,39,15,16.5,3.4,4.5,1.1,0.2,2.0,48.9,1.6,0.002,22.9,9.8,4,0,0
2002,91.0,Mike Bibby,SAC,2,15,42,10,16.4,3.3,6.5,1.8,0.1,2.3,53.2,1.2,0.004,22.0,12.4,0,0,0
2002,91.0,Mike Miller,MEM,13,37,40,18,16.4,5.6,2.8,0.7,0.3,2.1,53.7,1.9,0.002,21.1,10.6,0,0,0
2002,91.0,David Wesley,NOH,5,42,42,22,16.2,2.2,3.5,1.5,0.1,1.8,54.1,2.0,0.002,20.4,9.2,0,0,0
2002,91.0,Ron Artest,IND,1,37,41,27,15.9,5.5,2.8,2.3,0.7,2.0,54.8,1.0,0.004,21.1,11.4,0,0,0
2002,91.0,Corey Maggette,LAC,12,26,40,8,15.8,5.2,1.7,0.9,0.3,2.5,56.8,1.0,0.002,22.1,9.7,0,0,0
2002,91.0,Jason Richardson,GSW,11,40,40,17,15.7,4.4,3.1,1.0,0.2,2.3,49.0,1.7,0.0,23.3,8.5,0,0,0
2002,91.0,Gilbert Arenas,GSW,11,40,40,17,15.6,5.2,6.5,1.5,0.2,3.1,51.6,1.0,0.001,21.2,11.6,0,0,0
2002,91.0,Keith Van Horn,PHI,6,40,41,21,15.6,7.9,1.4,0.9,0.3,2.1,53.8,0.9,0.002,22.4,11.1,0,0,0
2002,91.0,Andre Miller,LAC,12,39,40,15,15.6,3.9,7.4,1.3,0.2,3.2,51.0,0.4,0.003,21.2,11.4,0,0,0
2002,91.0,Morris Peterson,TOR,14,42,42,10,15.4,4.8,2.0,1.0,0.4,1.7,47.8,1.5,0.002,21.3,7.4,0,0,0
2002,91.0,Voshon Lenard,TOR,14,31,42,7,15.2,3.5,2.6,1.4,0.4,1.9,51.9,1.6,0.001,21.9,9.4,0,0,0
2002,91.0,Richard Jefferson,NJN,2,41,41,28,15.1,6.6,2.2,1.2,0.9,1.7,58.7,0.1,0.004,18.7,13.6,0,0,0
2002,91.0,Donyell Marshall,CHI,11,41,41,15,14.9,9.5,1.5,1.2,1.1,1.6,53.6,0.4,0.002,22.0,15.2,0,0,0
2002,91.0,Dajuan Wagner,CLE,15,28,43,5,14.8,1.6,2.8,0.9,0.1,1.9,45.8,1.4,0.001,23.8,5.0,0,0,0
2002,91.0,Michael Redd,MIL,9,40,40,19,14.8,4.3,1.5,1.2,0.2,1.0,57.8,2.0,0.001,21.3,12.4,0,0,0
